户号,00点(kW),01点(kW),02点(kW),03点(kW),04点(kW),05点(kW),06点(kW),07点(kW),08点(kW),09点(kW),10点(kW),11点(kW),12点(kW),13点(kW),14点(kW),15点(kW),16点(kW),17点(kW),18点(kW),19点(kW),20点(kW),21点(kW),22点(kW),23点(kW)
"1321093842	",26.4,13.8,33.9,84.9,25.65,13.2,84.75,79.8,87.75,77.55,59.1,52.5,42.9,52.2,42.45,45.75,40.05,66.45,124.05,48.75,47.25,27.15,14.1,33.3
"1321094100	",739.8,738.75,712.95,716.85,780,741.9,762.15,702.3,488.1,482.1,496.2,375.75,518.85,801.75,763.2,787.95,784.05,756.45,705,643.65,630.9,600.15,622.35,317.4
"1321094312	",1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.05,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2,1.2
"1321094312	",60,78.15,65.7,53.4,65.1,52.65,69.6,62.1,78.75,86.25,102.3,110.25,79.8,71.55,85.65,85.5,73.2,91.2,86.7,96.9,92.25,88.5,93.6,90.9
"1321094319	",742.65,750.6,766.2,757.5,746.7,750.6,810.9,782.25,764.1,771.45,760.5,751.2,761.4,747.6,747.6,766.8,753.9,756.75,753.15,756.6,748.05,748.8,764.25,737.85
"1321094321	",1245.6,1173.3,1186.5,1200.9,1304.7,1319.7,1262.1,1189.2,1217.1,1184.7,1305.6,1265.1,1250.7,1161.9,1229.7,1278.3,1181.1,1236,1276.8,1269,1189.8,1249.2,1149.9,1316.1
"1321094699	",77.4,11.1,11.1,552.6,1068.9,946.2,749.4,632.1,632.7,645.9,1089.6,548.1,1830.6,1776.9,1352.7,567.3,537.6,537,540.3,660.3,81.6,524.4,549.3,542.4
"1321094955	",181.5,138.6,137.7,115.8,123.3,127.8,185.4,160.2,136.2,235.5,148.8,147.9,146.7,137.7,150.9,115.5,137.1,151.8,130.8,144.3,232.5,154.8,133.5,147.3
"1321095525	",142.2,141.6,142.8,140.7,18.3,147.9,164.4,156.3,205.8,210.3,213,174.9,178.2,172.8,162,165,179.1,166.8,153.6,154.8,151.8,143.1,128.1,125.4
"1321095675	",10.15,10.15,10.15,11.55,12.25,10.5,13.3,10.85,9.45,9.8,12.25,9.45,10.15,9.45,12.25,12.95,9.8,9.8,10.15,10.5,10.5,10.5,11.9,10.15
"1321103825	",62.4,66.4,68.6,44,46,44.8,38.8,47.8,54.2,116,121.8,116.8,105.2,98.2,122.2,93.2,99.2,101.4,92,138.8,121.4,138.4,137.2,110.8
"1321103829	",112.35,111.75,107.85,113.25,108.75,104.4,116.25,90,72.75,64.65,60.3,70.5,35.4,43.05,45.45,36,37.95,55.8,63.9,74.1,97.8,99.9,121.05,108.6
"1321103831	",1048.2,1005.3,978.9,993.3,990.3,1010.4,965.4,1013.7,1020.6,1018.5,1008.6,995.7,983.1,1014.3,1041.9,1030.5,1028.1,1041.9,1049.7,1038.3,1028.7,1017.6,1039.8,1035.6
"1321104043	",272.7,245.4,169.2,124.95,231.9,270.6,164.7,101.7,71.85,69.45,60.15,38.4,36.6,54.15,94.35,24,12,11.25,14.7,11.25,13.2,11.55,8.7,5.55
"1321104798	",136.8,140.4,141.6,123.6,153.6,138,144,121.2,51.6,62.4,60,56.4,51.6,39.6,40.8,38.4,46.8,37.2,42,43.2,40.8,55.2,70.8,64.8
"1321105448	",17.1,14.4,14.4,14.1,15,15,13.2,39.3,109.5,139.5,119.4,17.7,14.4,14.7,17.1,11.7,9.9,26.4,10.5,9.9,15,15,14.1,13.5
"1321106398	",971.6,979.2,974.4,970.4,983.2,968,1010.8,1002.8,958.8,1024.4,995.2,962,968.4,922,968.8,935.6,979.6,1002,1073.2,1072,1039.2,1084,1043.6,985.6
"1321106454	",252.2,278.3,248.7,234.4,231.6,254.4,233.7,238.9,266.7,285.1,266.2,259.4,221.2,258.7,277.7,276.4,294.6,268.5,285.6,214.7,279.8,234.1,300,281.1
"1321107393	",891.3,1063.2,947.55,899.4,946.5,968.1,941.25,873.45,938.4,936.75,1000.65,985.2,834.3,1033.8,948.6,1024.5,1022.4,1074.45,950.7,935.1,958.35,949.95,925.35,934.5
"1321107512	",858.9,886.95,876,889.2,916.8,911.25,911.55,888.75,827.25,864.15,824.25,855.75,808.95,830.4,833.25,892.05,862.2,875.55,900.6,879.45,899.1,889.65,976.65,969.3
"1321110119	",885.6,907.35,895.2,926.85,896.25,919.2,917.55,912.6,860.7,816.9,106.65,106.35,71.1,111.75,934.65,80.1,37.65,31.05,9,9,7.35,24.75,733.35,328.5
"1321110921	",7.2,7.2,7.2,7.2,7.2,8.4,6.9,7.2,7.2,7.5,7.2,6.6,6.6,8.1,6.3,6.6,6.3,7.5,7.5,8.4,8.7,8.7,8.7,9
"1321112125	",1273.8,1288.8,1410.6,1440.4,1393.6,1340,1430.6,1392.6,1365.4,1343.4,1423.8,1466,1321.6,1402.4,1424.8,1456.4,1215.4,1264,1328,1332.2,1197,1232.4,1372.6,1425.2
"1321112378	",0.42,0.42,0.42,0.42,1.5,1.47,0.42,2.54,3.41,3.75,2.06,0.96,0.96,0.93,0.95,0.96,0.98,0.42,2.21,3.23,2.19,2.19,1.43,0.41
"1321112381	",8.16,8.18,8.18,8.21,8.19,8.19,8.78,33.71,32.55,31.97,31.23,8.6,31.13,31.8,32.9,33.32,31.68,8.6,8.18,8.18,8.16,8.16,8.18,8.18
"1321112583	",28,22.4,21.1,28.8,54.8,43,31.4,34,207.6,110.5,224.4,106.2,233.5,245.3,225,26.6,17,25.5,30.4,29.3,18.8,37.7,44.4,47.5
"1321112640	",634.4,582.4,603.2,590.8,578,580,596.4,583.4,589,683.6,712.6,680.6,667.6,659.4,648.8,637.2,619.8,632,584.6,576,567,561.4,568,555.4
"1321112830	",557.85,543.45,539.85,411,446.1,216.75,43.65,39.45,41.7,70.5,81.3,63.15,34.8,32.4,30,30.15,31.5,30.9,30.3,134.1,150.75,146.4,38.85,128.25
"1321112871	",60.15,44.25,44.4,43.5,51,52.65,40.8,64.35,61.8,65.55,60.3,62.4,51.75,73.8,37.8,82.05,65.4,47.85,78.3,102.9,60.45,75,64.05,69.9
"1321113715	",98.8,83.2,79.6,73.2,74.8,72,86,117.6,688.8,873.2,609.2,308,441.6,629.6,716.4,708,584.4,224.4,174.8,147.6,128,124.4,104,82.4
"1321116599	",152.7,180.6,123.3,178.8,128.7,152.4,141.6,173.1,228.9,590.4,822,776.1,567.3,714.3,554.4,775.2,435.9,860.4,625.8,1051.8,1001.7,206.4,150.6,177
"1321116881	",158.8,118.3,32,27.3,26,23.4,25.4,32.4,260.7,280.7,339,145.9,190.3,231.7,238.2,251.4,231.9,85.2,74.7,51.6,45.7,37.2,35,34.2
"1321117047	",32.85,100.95,101.4,32.55,33.6,64.5,63.9,101.55,100.8,100.5,100.2,100.8,100.8,104.55,64.35,33,100.65,100.5,101.1,32.4,32.7,100.95,101.4,32.1
"1321117921	",23.55,18.75,14.25,16.35,16.95,16.95,15.3,18.75,17.25,16.2,18.9,15,18.3,14.7,13.5,13.95,14.7,16.5,17.25,21.15,21.6,18,18.15,16.65
"1321117921	",18.75,17.7,17.1,16.2,16.2,16.05,12,16.35,18.6,21.15,15.75,16.95,22.2,15.75,14.4,15.3,23.25,25.2,20.7,24,30.15,22.2,22.35,18.45
"1321118161	",60.9,78.45,78.15,74.55,55.65,59.7,75.9,87.9,108,131.7,146.7,179.85,158.85,128.1,175.65,127.35,130.65,121.5,113.25,97.5,118.2,100.2,83.55,73.5
"1321118431	",50.4,49.05,48.15,50.25,51.15,54.3,48,43.65,45.3,62.25,47.1,42.9,48.75,42,49.5,40.65,41.85,45.75,46.05,43.8,52.5,43.5,43.5,47.85
"1321118431	",12.3,12.15,12.15,12,11.85,12,12.15,12.45,12.6,12.6,13.5,12.75,18.45,12.45,12.3,12.6,13.05,13.65,12.6,14.25,12.9,23.7,13.35,12.3
"1321118811	",2405.6,2302.8,2372.4,2398.8,2220,2200.4,2272.4,2232.4,2477.2,2386,2124,2338.4,2373.2,2376.4,2451.6,2349.6,2187.2,2290.4,2362.8,2358.8,2316.8,2343.2,2289.2,2302.8
"1321119454	",19.6,17.8,19.6,20.9,15.6,13.7,15.9,14,67.1,75.1,85.4,83.2,77.5,108.2,83.5,65.9,82.1,43.6,41.7,41.2,25.9,26.7,22.8,25.7
"1321119977	",7.6,7.92,7.36,7.36,7.28,7.2,7.44,7.76,8.24,9.36,8.4,9.12,8.72,8,8.08,7.44,8.24,7.28,8.08,8,7.28,7.6,7.28,7.36
"1321120057	",1131.9,1142.4,1140.3,1163.4,1166.9,1144.5,1122.8,1199.8,1166.2,1162,1151.5,1159.9,1188.6,1155,1169.7,1126.3,1118.6,1109.5,1108.1,1124.2,1151.5,1099.7,1075.9,1103.9
"1321122702	",31.2,18.3,19.5,16.9,18,13,16.3,19.8,19.8,18.7,16.4,19.7,20.2,30.8,42.1,21.4,24.9,20.5,16.7,27.6,28.5,45.4,38.7,26.2
"1321123092	",14.1,12.9,13.4,13.2,12.9,15.5,14.5,15.6,73.8,90.3,80.7,140.2,69.7,70.1,29.3,47,64.8,94,76.3,46.2,46.5,26.2,12.4,8.9
"1321123974	",58.65,319.05,458.1,251.25,759.9,323.25,270.9,373.05,357.45,304.05,258,46.35,303.15,428.25,261,647.7,145.05,51,297.45,665.7,362.1,407.4,260.55,399.9
"1321124919	",748.8,574,734.2,722.6,778.8,619,608.6,636,1395,1618.6,1528.8,1452.6,1282.6,1596.6,1450,1578,1519.4,696.2,734.8,646,713,713.2,710.2,777
"1321125499	",423,357,291,230,239,268,270,377,421,512,477,511,476,418,411,410,454,433,546,498,453,509,575,544
"1321126571	",1297.8,1307.4,1356.6,1429.8,1288.8,1243.2,1342.2,1403.4,1431.6,1406.4,1511.4,1592.4,1564.2,1485,1558.2,1567.8,1497,1501.8,1465.2,1539,1483.8,1515.6,1437.6,1513.2
"1321126592	",23.5,23.5,27,23,25,25.5,31,44.5,27.5,58.5,41,106.5,120.5,117.5,63,57,71,134.5,117.5,127,103.5,59,41,32.5
"1321127755	",,,0.06,,,,,,,,,,,,,,,,,,,,,
"1321127755	",190.95,134.4,151.95,117.3,110.85,116.25,133.2,127.05,188.4,258.9,270,310.2,313.8,304.95,277.95,266.55,294.9,313.05,344.85,340.05,360.9,354.15,352.65,283.35
"1321127994	",27.7,27.6,25.6,27.5,28.7,26.6,51.7,43,48.7,55.1,70.1,62.6,57.3,31.5,28.4,59.9,35.7,31.6,33.5,34.4,29,36.9,33.3,32.1
"1321127996	",36.9,38.9,39.9,39.9,43.5,41,59.6,34.5,39.5,49.1,54.6,45.5,23.4,53,30.5,52.8,51.9,63.7,85.5,61,59,57.4,60.7,45.3
"1321127998	",35.9,36.8,35.2,31.7,39.3,40.1,34.9,21.6,28.4,83.8,128.5,183.7,154.5,177.8,150.3,108.1,66.9,176.6,213.4,157.4,195.7,108.5,87.8,66.2
"1321128207	",28.95,22.8,17.25,15,18.45,22.5,18.45,19.05,104.7,154.05,127.5,107.1,67.65,106.65,112.5,121.5,83.85,70.5,77.4,99.45,71.25,65.55,58.65,46.05
"1321128442	",5710.6,5301.8,6307,6034,5854.8,6631.8,5923.4,6011.6,5777.8,6511.4,6004.6,6372.8,5626.6,6385.4,5811.4,5817,6335,5971,5426.4,5432,5460,5895.4,5698,5703.6
"1321130213	",1.05,1.05,1.05,1.05,1.05,1.05,1.05,0.9,2.85,3,0.9,0.9,1.05,0.9,0.9,0.9,0.9,1.05,1.05,0.9,0.9,1.05,1.05,1.05
"1321131577	",1.4,796.1,784,789.6,584.6,771.2,793.9,784.3,61.4,101.9,65.1,42.3,55.7,43.4,23.6,18,25,16.8,1.4,1.6,1.4,1.5,1.4,1.4
"1321139058	",246.2,220.2,199,176.5,215.1,205.9,227.6,187.3,189.3,174.9,206.9,223.3,219,235.8,238.9,188.5,254.2,210.3,195.7,194,178.9,144.6,165,183.8
"1321151684	",5.9,5.6,10.2,5.9,8.3,8.9,8.2,64.9,205.6,317,300.2,218.4,3.2,361.9,272,102,203.7,215.1,14.3,58.4,10.5,6.8,7.8,9.2
"1321157648	",37.2,32.1,33,60,45.6,48.3,27,40.8,57.3,,57.9,78.3,49.2,76.2,88.8,48,63,79.8,61.5,42.6,39.6,43.8,49.2,57.9
"1321157653	",2498.4,2453.6,2400.8,2613.6,2464.8,2480.8,2552.8,2312.8,2310.4,2537.6,2839.2,2814.4,2804.8,2574.4,2624,2514.4,2524.8,2479.2,2720,2525.6,2552.8,2483.2,2372.8,2489.6
"1321157698	",24.5,30.5,28.5,29.5,30.5,25,28.5,28,48,43,38,34,40.5,36,30.5,27.5,31,24.5,32,29,27,26.5,24.5,27
"1321157700	",2636.4,2752.8,2869.2,2778,2865.6,2894.4,2827.2,2859.6,2877.6,2722.8,2868,2796,2692.8,2769.6,2754,2706,2671.2,2700,2648.4,2745.6,2605.2,2733.6,2606.4,2767.2
"1321157700	",2036,2137,2126,2062,2080,2106,2126,2121,2089,2046,2094,2107,2042,2076,2081,2031,2038,2102,2088,2033,2144,2061,2053,2014
"1321157700	",2344.8,2439.6,2410.8,2386.8,2388,2474.4,2364,2344.8,2392.8,2379.6,2374.8,2362.8,2437.2,2386.8,2458.8,2413.2,2319.6,2425.2,2350.8,2416.8,2372.4,2389.2,2398.8,2446.8
"1321157724	",26.6,27.4,28.1,20.6,20.2,18.2,33.2,54.5,48.6,87,101,92.5,96.9,76.4,74.2,72,89.1,49.6,52.4,45.3,45.4,35.6,33.1,33.5
"1321157733	",20,17.1,15.2,15.7,15,16.1,17,16.8,48.1,72.5,73,59.3,51.8,60.8,41.5,48.9,60.4,30.6,28.6,30.4,29.6,30.4,29.8,33.5
"1321157734	",22.2,19.8,14.1,13.5,13.5,13.8,18.9,50.7,44.4,19.8,22.8,21.3,31.5,46.5,42.6,30.3,19.5,25.5,33.3,34.8,43.2,22.5,21.6,30.3
"1321157734	",21.3,20.4,19.2,19.8,20.7,20.7,38.1,21.3,29.1,43.2,29.1,19.8,22.8,34.5,34.2,36.3,41.1,71.1,37.5,47.4,46.2,23.7,35.4,23.7
"1321157735	",5.84,9.82,9.78,9.94,9.58,9.5,9.76,9.38,6.88,6.92,6.16,8.92,6.84,6.22,5.76,6.18,5.98,5.86,5.92,9.94,10.12,11.18,10.94,12.08
"1321157763	",22.1,20.3,18.1,17.4,17.9,19.2,16.8,11.6,14.5,14.1,13.5,16.9,13.6,14.9,12.1,18.3,19.9,17.7,24.9,24,24.2,24.3,24.4,20.8
"1321157769	",81.3,76.2,73.2,71.4,74.7,69,71.4,87.9,202.5,176.7,205.2,212.7,203.4,140.4,150.6,168,138.9,127.8,117.9,85.5,71.7,64.8,50.4,42.3
"1321157775	",6.8,6.7,6.7,6.7,6.8,6.8,32.9,15,23.4,9.8,14.5,8,5.3,5.9,8.3,5.5,5.2,6.9,8,8.4,7.9,12.7,6.4,6.4
"1321157777	",1398.3,1395.9,1417.8,1443,1362,1443.3,1471.2,1434.9,1517.1,1515.9,1521.3,1461.9,1395.9,1553.4,1498.8,1535.7,1511.1,1536.3,1442.4,1443.6,1409.7,1366.5,1442.1,1401.9
"1321157814	",1052.8,837.2,840,841.4,845.6,837.2,841.4,1048.6,1265.6,1269.8,1268.4,1267,1261.4,1261.4,1258.6,1258.6,1281,1453.2,1456,1450.4,1475.6,1246,1127,1015
"1321157815	",537.15,531.3,525.15,503.55,526.5,523.8,520.95,521.1,526.5,565.8,578.25,500.25,531.9,509.85,530.4,514.05,537.45,513.15,499.05,486.9,520.8,524.55,539.25,527.7
"1321157884	",25.6,12,12,12,12.6,12.2,12.2,24.2,21,36,15.8,20,47.6,21.4,12,27,19.4,37.6,20.6,18,30.8,27.6,15.6,14.2
"1321157884	",28.6,28.6,26.4,27.8,25.4,28.4,25.4,19.4,31.6,38.4,41,46.4,43.6,47.2,38,41,36.8,50.8,43.2,35,34,25.2,51.8,31.2
"1321157885	",26.1,29.85,19.2,16.8,15.3,14.25,31.2,29.55,12.45,54.6,74.1,89.55,124.95,84.45,62.4,38.7,80.1,92.55,100.8,78.75,65.1,50.4,44.1,32.1
"1321157889	",17.1,6.6,6.6,6.6,6.75,6.75,6.6,18.6,47.1,55.8,48.75,81,51,41.25,48.3,38.7,30.9,25.5,24.3,34.8,29.25,8.1,7.8,6.6
"1321157893	",329.4,333.9,331.2,332.7,329.1,328.8,329.4,328.8,327.9,479.1,478.8,483,477.9,311.4,315.6,315.6,311.4,310.2,313.8,316.5,147.9,148.5,148.5,108
"1321157893	",8.7,8.1,8.4,8.4,8.4,8.4,8.1,7.2,8.1,9,8.4,8.7,8.7,247.8,247.2,246.9,247.8,247.2,249.3,249,238.2,238.5,237,229.2
"1321157952	",2.33,2.4,4.17,2.46,1.13,2.45,2.19,1.17,0.78,0.24,3.71,2.46,5.84,1.64,1.74,1.58,0.35,2.01,1.32,2.94,3.32,4.47,3.48,7.82
"1321157961	",1173,1031.4,1003.8,1152.4,1175.6,1083.2,1174.8,1121.4,1045.4,860.4,1031.6,1123.4,1109,1032.6,1072,1215.4,1191.8,1156.6,1100.2,1179.4,1160.8,1083.4,1099.6,1208.8
"1321158244	",21.6,23.2,25.9,25.7,26.8,23,28.4,37.1,34.6,43,49.4,48.3,39.4,37.5,33.6,31.4,40.7,25.9,25.3,30.4,28.6,29.6,46.7,36.7
"1321158244	",23.4,25.1,25.8,20.8,26.9,24.5,24,30.6,24.2,28.8,20.2,19.9,20.5,19.4,18,15.5,18.9,14.3,22.9,22.5,23.5,27.1,44.7,40.2
"1321160667	",520.65,525.45,211.05,213,172.35,126.15,118.05,520.05,540.75,213.9,215.7,155.4,192.3,163.8,163.95,150.45,163.5,203.7,156.6,121.05,126.15,142.65,189.3,528.75
"1321165106	",4.2,4.1,4.2,4.2,4.2,4.2,4.2,5.7,3.9,3.9,4,2.8,3,2.9,2.9,2.8,2.9,3.1,2.9,2.9,2.9,2.9,2.9,2.9
"1321165464	",527.1,551.1,524.7,453,436.5,408.6,431.7,675.6,961.8,995.7,1044.6,1044,931.5,877.2,937.8,862.2,799.5,811.2,677.1,537.6,575.1,582.6,562.2,572.1
"1321165695	",34,27.7,37,24.4,24.3,82.8,77.5,87.6,234.5,126.3,180.1,84.3,128.4,155.1,111.7,71.2,97.5,92.2,88.2,65.3,55.4,70.3,61.9,38.7
"1321165810	",134.4,190.1,201.8,93.1,105.4,206.2,141.3,177.7,555.9,499.7,453,350.5,512,435.5,463.7,447.3,555.8,73,155.7,62.7,169.5,33.2,175.8,21.6
"1321165856	",641.5,678.1,677.2,663.8,731.8,689.1,692.9,672,731.3,750.9,708,735,753.8,707.9,735.6,706.7,706,806.2,626.2,677.4,701.5,673.6,661.3,700.5
"1321169510	",3.1,2.2,2.4,2.1,2.6,2.7,1.5,2.5,1.8,1.2,1.8,3.3,3.6,1.2,2.3,0.2,3.7,1.7,4.2,3.6,2.4,4.5,2.8,2.3
"1321169871	",6.1,6.2,6.3,6.3,6.3,6.3,6.2,6,6,5.7,6.1,5.9,6.2,5.8,5.8,5.8,5.9,6.2,6.3,6.3,6.2,6.2,6.1,6
"1321169871	",11,10.3,10.2,10.3,10.3,11.3,11.1,10.3,10.1,10.1,8.7,8.6,8.8,8.7,8.5,8.6,8.7,16.2,9.9,11.9,11.8,10.6,11.3,11.4
"1321169878	",44,44.42,54.6,46.91,41.7,73.64,113.97,115.28,132.66,187.07,155.34,137.43,117.87,97.08,153.41,129.21,125.1,197.18,151.4,118.82,101.9,78.8,62.78,49.41
"1321170749	",77,76.8,81.6,68,65,64.8,75.6,70.2,88.8,82.6,111.2,81.6,85.6,86.4,92,84.2,113.2,87.4,103.4,109,97.4,92,95.2,92.8
"1321170936	",65.85,40.05,50.7,51.9,35.25,42.15,64.95,85.65,63.9,137.1,125.25,89.25,38.1,175.65,194.7,73.05,127.95,67.05,103.5,84.45,84.3,82.5,88.35,88.95
"1321170944	",4.64,4.75,4.61,4.66,4.66,4.66,10.51,9.31,7.23,5.78,6.06,6.86,6.35,5.3,11.5,7.62,6.19,3.81,11.28,7.26,7.57,8.06,6.59,7.79
"1321171641	",81,66.45,69.75,56.25,43.95,50.4,40.65,32.85,54.75,86.4,69,93.3,82.05,82.8,61.05,66.3,71.55,103.5,88.95,90.3,70.5,84.45,83.1,80.85
"1321172418	",1122.8,1127.4,1143.2,1070.4,938,988.8,1072.8,1024.8,1030.8,1163.8,1227.8,1179.6,1100.8,1017.4,1168.2,1228.6,1174.2,1181,1188.4,1150.8,1154,1096.6,1178.4,1124.6
"1321172671	",126.3,977.7,693.9,570.9,607.5,625.8,828.6,775.2,1158,736.5,224.7,323.7,276.6,536.7,724.8,282,258.9,270.3,147.9,102,191.7,117.6,1143.9,793.2
"1321176511	",51.3,53.25,46.05,53.85,48.45,44.1,46.05,41.1,49.5,82.8,64.05,57.9,53.25,51.75,55.8,62.85,54.15,39.9,45.3,45.45,51.6,51,61.35,62.7
"1321176638	",2.85,2.7,2.7,2.7,2.4,2.4,3.15,10.65,214.35,429.15,481.8,380.25,182.7,369.3,259.5,424.95,253.95,248.7,145.05,9.3,9.3,6.75,4.8,4.8
"1321176791	",1688,1354.8,861.2,625.6,568,698.4,560,574.8,1632,1876,1701.2,1486.8,621.2,1536.8,1571.6,1424.8,1836.4,1508,1670.4,1785.6,1572.8,1716.8,1684,1081.2
"1321177271	",30,31.6,34.8,33.4,42.4,32.6,33,59.6,30,45.2,29.4,28.6,28.8,28,28.4,31.6,29.4,29,32.6,50.4,43.8,49.2,33,32
"1321182993	",19.95,30.45,50.1,22.65,54,19.95,18.3,24.3,29.1,31.65,27.6,22.2,52.8,63.3,21.6,18.75,19.65,43.35,40.65,66.3,41.1,77.85,27.6,33.45
"1321183020	",24.86,21.87,20.75,20.11,49.74,65.9,94.91,157.3,118.8,160.42,86.21,172.74,113.47,117.76,93.76,106.78,153.78,152.34,120.48,86.93,70.98,66.72,47.01,27.81
"1321183021	",0.35,0.37,0.35,0.35,0.35,0.35,0.35,12.4,0.22,0.22,0.22,0.22,12.03,0.22,0.22,0.22,0.22,12.14,0.29,12.27,12.27,12.26,0.29,0.29
"1321183025	",10.38,8.34,10.4,8.29,8.16,8.22,8.14,16.29,11.47,12.43,9.41,10.21,13.82,10.05,12.27,11.6,10.45,14.19,18.72,14.46,8.13,8.58,7.78,7.82
"1321186772	",344.4,409.65,466.05,322.2,108.75,7.5,49.5,51,224.7,210.6,220.2,195.6,244.65,368.85,322.8,236.7,348.3,124.35,282.15,76.05,92.1,77.55,373.5,291
"1321188019	",727.8,734.25,735.6,735.9,781.2,737.4,728.25,733.5,757.65,773.55,783.75,773.4,741.45,762.3,757.5,726.6,752.4,753.45,750.6,745.8,732,736.95,739.05,730.35
"1321188211	",10.6,10.4,8.8,8.8,9,9,9,8.6,10,10,20.2,21.6,16.4,26.4,19.8,16.4,17,23,21.4,21,7.2,8.8,8.6,7
"1321188211	",6.2,7.2,5.8,6.8,9.2,10.4,13.8,8.4,9.4,23.4,30.4,30.2,28.8,37.2,24.6,21.2,23.6,15.8,32.4,21.6,11.8,6.8,5.8,9.2
"1321188547	",3789.6,3788.4,3751.8,3780.6,3774.6,3721.2,3786.6,3823.2,3792.6,3957.6,3930.6,3838.2,3858,3792,3864.6,3863.4,3908.4,3960.6,3909.6,3877.8,3889.8,3762,3718.2,3817.2
"1321205800	",6,6.1,6.7,6,6.5,5.8,7.7,5.8,9.6,5.6,5.3,7.3,5.7,7.4,8.7,5.5,5.7,5,5.9,8.8,7.1,6.3,5.9,7.2
"1321225985	",1147.6,541,451.6,395,445.8,439.6,529.2,897.8,542,528.8,669,650.2,847.4,838,861.6,756.8,675,721,700.8,622.2,485.8,502.8,861.4,865.4
"1321225989	",42.3,26.2,23.3,29.6,37.8,35.5,38.7,68.4,66.2,75.8,89.1,84,83.3,81,78.5,50.8,63.9,87.6,94.5,99.3,89.1,55.5,47.8,31.6
"1321225996	",1.8,1.7,1.8,1.8,1.8,1.8,1.8,1.9,1.7,2,3.5,2.9,4.2,2.4,3,1.9,1.5,2.1,1.6,2.7,1.4,1.4,1.4,1.4
"1321225999	",3,3.45,3.45,3.45,3.45,3.45,3.45,5.25,4.95,17.85,29.55,6.9,17.85,17.7,7.5,8.85,7.5,18.45,36.6,24,34.8,4.5,4.35,4.35
"1321226006	",36.2,40.6,36.4,36.6,39.8,35.6,39.8,35,39,34.2,40.2,36.8,51,39,49.8,39.8,40.2,38.6,44.4,44.4,40.4,44.2,40,40
"1321226006	",25.2,24.8,25,25,24.8,24.8,27.6,43,53.6,49,52.6,56.2,45.2,41.2,42.2,37.6,38.4,38.6,35.8,56.4,44.4,48.6,24.2,24.6
"1321226010	",10.8,10.2,10.2,10.4,10.4,10.2,10.4,17.6,12,11,11.6,12.2,17.8,24.6,12.2,12.6,12,8.4,10.6,10.6,10,10.6,9,8.8
"1321226012	",1.04,1.04,1.04,1.04,0.96,0.96,0.96,0.96,0.88,0.88,0.88,0.88,0.96,0.88,0.88,0.88,0.96,0.96,0.96,0.96,0.96,0.96,0.96,0.96
"1321226012	",1.52,1.52,1.52,1.52,1.52,1.52,1.52,1.44,2.08,2.08,2,2.08,2.08,2.08,2.08,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16,2.16
"1321226016	",27.4,24,19.8,23,22.2,23.6,24.6,30,37.8,50.2,59.2,63.8,58.2,55.6,57.2,49.4,59,42.6,46.2,45,43.6,39,31.4,33.8
"1321226016	",2.8,2.8,2.8,2.8,2.6,2.6,2.6,2.6,2.6,2.6,2.6,2.4,2.4,2.4,2.4,2.4,2.6,2.4,2.4,2.4,2.4,2.4,2.4,2.4
"1321226028	",3.45,3.45,3.45,3.6,3.45,3.45,3.45,3.45,4.2,4.2,4.35,3.45,3.15,5.85,6.9,5.7,7.65,4.95,3.75,3.75,3.75,3.75,3.75,3.75
"1321226034	",6.3,6.3,6.3,6.3,6.3,6.3,6.3,6,5.7,5.4,5.4,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7,5.7
"1321226034	",4.8,5.7,5.7,5.7,6,6,5.7,5.7,5.4,4.5,5.4,5.4,5.4,5.4,4.8,5.7,5.7,6,5.1,4.2,5.1,5.1,5.1,5.1
"1321226035	",2,2,2,2,2,2,2,2,1.9,1.8,1.8,1.9,1.9,1.9,1.9,1.9,1.9,1.5,1.5,1.5,1.5,1.5,1.5,1.6
"1321226041	",12.6,13.05,12.9,12.3,13.35,14.55,12.6,24.75,18.9,15.15,20.7,12.9,13.65,11.7,13.8,13.2,12.6,14.1,15.75,13.65,17.25,16.65,22.2,14.7
"1321226041	",11.3,13.1,11.1,11.3,11.1,10.7,9.2,17.7,21.3,18,20.8,8.2,10.1,12,11.3,10.8,20.5,10.7,11.4,11,13.3,14.8,16,11.3
"1321226204	",2,2,1.8,2,2,2,2,2,1.8,2.4,2.4,1.8,2,1.8,1.8,1.8,2,3,3.2,3,3,3,2.8,1.8
"1321226211	",779.55,744.3,855,888,894.6,870.3,833.55,894,833.1,768.3,794.85,821.1,829.35,826.65,807.3,848.85,816.6,833.7,831,836.25,820.5,816.45,825.3,901.65
"1321226213	",51.7,50.6,62.9,66.6,49.6,51.3,47.6,46.3,80,65.1,68.4,75.4,74.9,57.5,46.5,61.6,62.5,47.9,75.8,71.2,83.3,63,72.2,47
"1321226213	",19.8,18.5,18.3,18.3,17.9,18.2,19.2,18.5,15.5,26.2,16.1,27.7,28.3,20.6,19.4,23.3,32.3,21.8,33.7,24.9,29.2,20.7,20.7,24.1
